,版次,日期,Segmented_Content
26,第2版,1946-05-28,著名 陶磁 专家 刘雨辰 主持 改良 彭城 磁业 边府 决定 该处 设立 磁厂 本报讯 磁县 彭 城镇 华北 重要 产 磁区 原有 磁窑 二百余家 其 产品 行销 冀 豫 鲁 晋 鄂及 东北 各省 故俗 千里 彭城 之称 因 该地 所产 原料 不佳 且 墨守成法 从 明朝 直到 如今 无多大 改良 且 均 系 粗 磁 不能 唐山 景德镇 地 瓷货 竞争 刻 边府 建设厅 决在 该处 设立 磁厂 副厅长 兼 工业 制造 研究所 长 刘雨辰 副所长 杨介人 亲自 主持 试验 研究 改良 办法 研究 该处 所产 陶土 品质 土法 制造 情形 二 素地 坯子 釉乐 调合 改良 现已 派员 赴 太行 左权 壶关 黎城 林县 地 采取 长石 以供 试验 三 试验 烧成 该处 所有 旧窑 烧成 时均 火候 不均 不仅 耗煤 较 多 且 损失 甚大 亟需 改进 增加 产量 减低 成本 提高质量 按 刘雨辰氏 现年 六十二岁 著名 之陶 磁 专家 光绪年间 留学 日本 毕业 高等 工业 学校 帝大 前身 民国 元二 年间 即任 河北省 工业 试验 所 所长 兼陶 磁 科长 河北省 立 工学院 化学系 陶磁 讲师 直至 抗战 爆发 始 离职 率领 工人 学生 根据地 参加 抗战 人民 服务 刘氏 在职 二十余年 对 中国 化学 用磁及 玻璃 耐火 器材 研究 制造 均 重大成就 实为 不可多得 专门 人材
27,第3版,1946-05-15,巴黎 四强 外长 会议 对意 和约 获 原则 协议 延安 十二日 巴黎 四强 外长 十日 下午 三 小时 秘密会议 绕过 关于 召开 会 日期 争论 对意 和约 三个 麻烦 问题 突然 打破 长期 僵局 虽然 无 何 最后 协议 但 达到 接近 原则上 协议 合众社 关于 意 殖民地 问题 苏联 提出 让步 建议 某些 保留 条件 下 同意 法国 计划 联合国 监督 下 由意 任管 贝文 宣称 英愿 放弃 便 的黎波里 坦 尼亚 昔 兰尼加 立即 独立 计划 贝纳斯则 表示 美军 愿 要求 整体 托管 制 但 认为 法国 建议 最后 结果 可使 大 强国 间 倾轧 几近于 避免 关于 赔款 问题 法国 建议 接受 苏方 之一 二 美元 要求 但 赔偿 总数 则 留待 至 意大利 资产 调查 决定 贝纳斯 要求 此项 赔款 现金 军用 工业 装备 国外 资产 航运 偿付 苏联 处置 战犯 问题 作 让步 原则上 接受 美国 关于 战犯 委员会 建议 至于 对待 和约 关键问题 的里雅斯特 问题 则 仍 僵持 路透社 电称 巴黎 苏方 人士 坚称 苏联 会议 做 一切 让步 但 并未 获得 任何 报酬
28,第1版,1946-05-16,美海军 二千 登陆 葫芦岛 帮助 国民党 运兵 内战 延安 十四日 莫斯科 十三日 广播 塔斯社 大连 美国 海军陆战队 二千人 五月 二两 日 南满 葫芦岛 登陆 声言 用 美国军舰 装运 国民党 军队 至 满洲 此项 国民党 军队 均 美国 训练 武装 起来 且 装备 美国 大炮 迫击炮 坦克 美国 海军陆战队 指挥部 正在 领导 组织 国民党 军队 从 葫芦岛 经 锦州 调赴 沈阳
29,第2版,1946-05-29,莒南 区 十余万 群众 积极 疏渠 防止 水患 苏皖 区 分区 筑堤 近 二百里 临沂 二十四日 山 东南部 莒南 区 东海 新海 竹庭 临沭 县 四五百 村庄 十余万 群众 积极 疏渠 防止 水患 莒南 大店 区 各村 联合 开渠 完成 六道 渠 全长 九百 二十丈 今后 周围 四 千亩 水地 可成 良田 临沭县 沭河 西岸 十八个 村庄 去年 淹田 二万五千 余亩 今春 二千余 群众 组成 打堑 大队 两天 竟 完成 三百五十 丈长 大 河堤 一道 现除 竹庭县 外 均 完工 今夏 五十 一万五千余 亩 可免 水灾 若 按 每亩 至少 增 五十斤 计 共 可 增加 粮食 二千五百 七十余万斤 如皋 二十五日 苏皖 边区 分区 专署 各 县府 去冬 起 至今 年 四 月底 修筑 河堤 一百九十 里 包括 海门 启东 台北 靖江 如皋 紫石 六县 仅据 启东 台北 靖江 三个 县 统计 二十二万 七 千亩 农田 得以 灌溉 政府 先后 拨粮 一万四千 五百担 作 修筑 经费 按该 分区 八年 抗战 中受 敌伪 破坏 海水 倒滥 南通 东北部 淡水 变碱 并伙 灌 启东 台 北部 牧港 地 多年 失修 如皋 因 敌伪 修筑 丁 埝 至 排港 公路 时 路旁 河流 填塞 两岸 农家 无法 灌溉 各地 收成 均歉
30,第1版,1946-05-21,国民党 军 侵占 定远 城 军民 自卫 奋战 天长 十八日 侵占 定远 城 国民党 军夏威部 继续 进攻 苏皖 边区 四分 区 中心 地区 藕 塘 镇 定远 东南 六十里 定远 城 东南 三十里 老人 仓 十四日 四十八 军一 三八 师 侵占 该部 会同 侵占 池河 定 远东 五十里 阎家岗 定远 东南 百里 国民党 军 七十七 师等部 藕 塘 镇 围攻 现 军民 正在 自卫 奋战 按 定远 城系 去年 八月 十四日 新四军 二 师从 敌人 手中 解放
31,第1版,1946-05-19,民主 政府 领导 群众 翻 身 安东 已成 人民 乐土 城里 没有 警察 街上 没有 乞丐 安东 十六日 本社 记者 刘白羽 顷以 访问 安东市 为题 介绍 安东市 全文如下 安奉 铁路 火车 睡 一夜 早晨 鸭绿江 边 安东 安东 一个 美丽 整齐 繁荣 都市 从 重庆 北京 沈阳 以来 所 见到 最好 都市 商场 里 陈设 成堆 物品 食粮 水果 江岸 停着 无数 船舶 黎明 时候 远近 工厂 气 笛 响 起来 唤醒 人们 甜美 睡眠 所有 紧张 劳动 面 上浮 翻身 笑容 十四日 访问 吕其恩 市长 安东 高大 身材 一个 坚韧 能干 乐观 今天 所 见 短短 六个月 人民 物质 生活 得到 改善 良好 社会秩序 这 吕 市长 卓异 努力 分不开 安东市 三十多万 人口 安东市 人民 社会 秩序 摧毁 敌伪政权 基础 建立 八一 五 日本 投降 以后 安东 陷于 极度 混乱 九月 十七日 人民 自卫军 进入 安东 伪 市长 曹承宗 伪 特日特 勾结 一起 秘密活动 准备 阳历年 暴动 幸事 前 公安局 发觉 镇压 下去 这个 阴谋 暴动 计划 者 发动者 指挥 领导者 日本 特务 吉冈 长春 哈尔滨 干 二十多年 特务 国民党 加委 国民党 挺进 军 参谋长 组织 各种 名 目的 特务 秘密 武装 以后 几次 准备 暴动 预先 发觉 还 到处 放火 安东 法院 就是 国 特 收买 日特藤九 放火 烧毁 现在 吉冈 田藤九及 秘密组织 暴动 日本 被捕 夜间 街路 走过 两次 之后 知道 现在 安东 一个 没有 警察 城市 可是 今天 过去 比较 却是 截然不同 两个 世界 从前 伪满 时代 白天 不见 行人 八一 五后 维持会 时代 抢劫 混乱 后来 由于 人民 自动 组织 自卫队 巡逻 各地 才 维持 这里 平稳 安乐
32,第2版,1946-05-23,联政 人民 两 剧团 本市 先后 公演 本市 消息 新 从 延安 抵此 联政 剧团 二十 二十一 两日 本市 参议会 大礼堂 公演 抓壮丁 名剧 招待 军政 各界 观看 按 抓壮丁 乃 四川话 话剧 反映 国民党 大后方 腐败 兵役 政策 内幕 过去 陕甘宁边区 演出 时 曾 获 观众 好评 配合 反奸 复仇 运动 开展 后勤部 人民 剧团 本月 二十五 号 左右 本市 火车站 公演 三个 女婿 拜 新年 独幕 秧歌剧 剧情 写 一个 国民党 特务 解放区 人民 监视 帮助 宽大政策 影响 下 逐渐 觉悟 终至 坦白 走上 自新之路
33,第2版,1946-05-16,致 本报 贺电 一束 当 国民党 法西斯 派 继续 扩大 东北 战祸 决心 布置 全国性 内战 之际 欣闻 人民日报 不日 出版 兴奋异常 人民日报 晋冀鲁豫 广大 人民 反对 内战 坚持 和平 民主 旗帜 冀南 党和人民 誓愿 它 号召 指导 之下 反对 内战 坚持 和平 民主 建设 事业 奋斗 不懈 特电 致贺 冀南区 党委 五月 九日 全心全意 人民 服务 中共 冀鲁豫 区党委 敬贺
34,第1版,1946-05-30,英苏 同盟 四周 年 贝 文电 贺 莫洛托夫 斯大林 宴波 政府 代表团 延安 廿七日 据 路透社 伦敦 值 英苏 同盟条约 签订 四周 年 之际 英 外相 贝文 日 贺电 致苏 外长 莫洛托夫 内称 双方 均 认识 如此 伟大 世界 战争 之后 继之 而来 巨大 困难 当中 贵 两国人民 相互 谅解 诚属 必要 求得 充分 谅解 起 见 认识 同盟 成立 系以 两国人民 衷心 愿望 利益 基础 大有裨益 诚恳 希望 此 盟约 互相 关系 充分 完成 实现 延安 二十六日 据 塔斯社 莫斯科 英 特命 全权大使 彼特 逊 爵士 二十五日 苏联最高苏维埃 主席 斯维尔 尼克 呈递 国书 以后 斯维尔 尼克 彼特 逊 会谈 维辛斯基 亦 参加 延安 二十七日 莫斯科 斯大林 二十六日 设宴招待 现在 莫斯科 波兰政府 代表团 国民议会 主席 贝鲁德 总理 摩拉 夫斯基 及波军 总司令 齐默 尔斯 基 元帅 莫洛托夫 亦 同日 接待 该 代表团
35,第1版,1946-05-23,西安 国民党 当道 压制 民盟 活动 名 教育家 李文仁 遭 特务 杀害 延安 十八日 西安 四月 三十日 横遭 特务 暗杀 民众 导报 主编 名 教育家 李文仁氏 因伤 重不治 本月 三日 咸阳 寓所 逝世 前日 此间 盛传 李文仁 秦风 工商 日报 法律顾问 名 律师 王仁 两氏 惨遭 暗害 不仅 由于 平日 主张 和平 民主 且 因 加入 民主 同盟 致遭 国民党 当局 嫉忌 闻 西安 国民党 当局 现已 下令 禁止 民主 同盟 陕 活动 若干 认为 民主 同盟 盟员 民主人士 列入 暗杀 黑名单
36,第1版,1946-05-18,川省 公教人员 怠工 要求 改善 待遇 渝 十五日 川省 公教人员 生活 困苦 一般 县级 公教人员 待遇 不及 国民党中央 机关 工役 现 各县 县级 公务员 联合 成立 生存 同盟 渝 市 中等学校 教职员 联谊会 最近 举行 代表大会 决定 再 当局 要求 改善 待遇 如 仍 获 结果 决于 日 内 举行 第二次 罢教 铜梁县 全体 公务人员 本月 一日 起 实行 怠工 迄未 解决 成都市政府 职员 小学 教员 江安县 县级 公教人员 纷纷表示 同样 态度 要求 改善 待遇 渝 十五日 国民党 当局 扩大 内战 正 疯狂 增发 通货 据 金融界 悉 每月 至少 两千万元 以上 正 赶印 大批 二千五百元 票面 法币 不久 即可 正式 流通
37,第1版,1946-05-29,国民党 政府 捐税 重 大米 市 芜湖 闹 粮荒 乡民 至少 七成 没有 饭 吃 淮阴 二十五日 号称 三 大米 市 之一 芜湖 豁免 田赋 名义 下 捐税 重重 形成 严重 粮荒 国民党 政府 芜湖 各种 摊派 地方 自治 补助费 数达 二 万万 三千 万元 二 预缴 军粮 一万 石 三 县级 公粮 上半年 一万五千 石已 缴过 下半年 一万五千 石 限七 九月 缴清 四 警察 制服 费 房捐 每月 五千万元 五 厕所 经费 每镇 负担 一个 厕所 六 妇 协会 费 每员 二百元 每户 一人 此外 三青团 建造 广播电台 修建 马路 均 保甲 长 挨户 派款 芜湖 人民 处此 高压 下 普遍 流传 一首歌 云 镇长 天天 开会 为了 钱 保长 收钱 酒地 花天 甲长 陪 收钱 满 笑脸 老百姓 那天 才 过 胜利 年 芜湖 粮荒 程度 国民党 县 党部 书记长 彭一侯 招待 记者席 不能不 承认 乡里 中等 农家 找 不到 一斗 以上 存粮 乡民 至少 七成 没有 饭 吃
38,第3版,1946-05-15,法国 宪草 复决 失败 原因 消息报 记者 报导 延安 十日 塔斯社 巴黎 八日 消息报 记者 报导 法国 宪草 复决 失败 原因 大家 知道 反动派 如 共和 自由党 人民 共和 运动 急进 社会党 右翼 进行 疯狂 反对 新宪 宣传 受 金融 资本家 津贴 大量 法国 报纸 反映 右翼 反动派 言论 这些 报纸 宣传 上起 颇 大 作用 反动分子 宣传 还 运用 法国 当前 经济 困难 把 它 归罪于 现政权 说三党 政府 没有 能力 使 国家 复兴 可其 事实上 经济 困难 由于 大 金融家 暧昧 勾当 工业家 怠工 所 造成 相信 使 反动势力 获得 暂时 胜利 决不会 新民主主义 者 行列 打起 紊乱 可是 这件 事 一次 加重 一切 民主 势力 团结一致 反对 反动势力 们 贝当 党徒 维希 分子 以及 一切 种类 法西斯 分子 斗争 重要性
39,第2版,1946-05-31,联总 救济 物资 敷 分配 晋察冀 要求 公平 救济 张家口 二十七日 晋察冀边区 迄今 共 收到 联总 救济 物资 二百七十 吨 此间 中国解放军 救济 分会 对 项 物资 分发 感到 莫大 困难 因 全境 四百余万 灾胞 嗷嗷待哺 按联 总及行 总 意见 先行 分配 给 哈省 各 灾区 群众 但 该地 需要 救济 灾民 即达 五十六万 二千余 平均 二百六十 一人 得到 一袋 面粉 一百八十七 得到 一包 旧衣 二 千八百 十一 得到 一包 鞋袜 各地 民主 政府 采 完全 对 人民 负责 态度 深入 慎重 调查 尽先 救济 物资 发给 最 贫苦 灾胞 此间 各阶层 人士 咸望 联总及 国内 各 救济 机关 根据 边区 严重 战争 创伤 联合国 章程 所 规定 各项 原则 进行 公平 救济
40,第2版,1946-05-26,温爱祥 杨老放 创制 新 辘轳 永年 消息 东 讲武 村温 爱祥 杨老放 创制 新 辘轳 已经 成功 当其 最初 研究 时 多人 评为 瞎闹 他俩 毫不 灰心 仍 苦心 钻研 他俩 知道 民主 政府 奖励 发明 改良 农具 便制 模型 送 政府 验看 政府 给 精神 奖励 贷款 支持 他俩 信心 更大 年关 时 他俩 便 研究 试造 经 多次 失败 改造 现已 创制 成功 提倡 农具 改良 政府 奖励 小米 百斤 广大群众 莫不 啧啧 称道 新 辘轳 好处 同样 水深 旧 辘轳 井绳 搅 十二 遭半水 才 上来 新 辘轳 搅 三遭 半水 能 上来 因为 辘轳 头大 二 因新 辘轳 挂 两个 水 斗 旧 一个 这个 上来 那个 下去 下去 空斗起 下坠 作用 搅上 水来 可以 自倒 不用 手倒 更 因用 轴 碗 滚球 之故 所以 轻便 省力 妇女 小孩 可 使用 三 效率 一架 新 辘轳 可顶 旧 六架 相等于 一架 水车 但 价格 比 水车 贱 很多 倍 不用 牲口 拉 马克 允谦
41,第2版,1946-05-19,正确 商业 政策 推动 下 邢台市 商号 激增 邢台市 邢台市 商人 解放后 半年 实际 体验 认识 民主 政府 商业 政策 协力 从事 商业 建设 现 该市 市 繁荣 商号 激增 该市 战前 坐商 一千二百 七十 户 经过 七八年 敌伪 统治 我军 解放 邢台 时仅 九百 卅 七户 现已 激增 至 一千五百 八十九 户 较 战前 增多 四分之一 虽贩 去年 十一月 大 庙会 时为 五百三十 四户 现 激增 至 一千一百 一十八 户 此外 新增 皮毛 店 三十八 户 煤站 十六 处 麻店 十七处 连 公营 商业 共 新增 一百 三十九处 这 包括 上述 坐商 数字 民主 政府 发展 工商业 确定 合理 负担 制度 取消 过去 许多 苛捐杂税 年初 征款 时 商人 所征 总共 不过 三百 七十 万元 这 引起 商人 们 自动 过去 政府 作 比较 过去 正税 中央税 省税 县款 半年 就要 出 一千一百万元 附加 非正式 税则 要 超过 正税 四倍 完全 无 限制 使 买卖 没法 做 现在 可好 店员 增了资 同时 照顾 东家 工资标准 双方 各自 讨论 协商 订定 劳资关系 采取 调节 互利 原则 店员 情绪高涨 经理 东家 能 满意 去年 十一月 至今 年 三月底 政府 发放 商业贷款 二 千八百 七十四 万元 贷给 大小 商店 一千 零 十一家 其中 小商 占 八百 二十 三户 这 对 商业 发展 起 相当 作用
42,第2版,1946-05-26,边区 会计学 会 成立 太行 太岳区 会 本报讯 边区 会计学 会 总会 整顿 会务 加强 本区 会计 工作者 联系 决定 成立 太行 区会 现正 重新 登记 会员 征求 新会员 一俟 会员 登记 完毕 即将 召开 代表 会议 太岳区 会计学 会亦于 五月 十六日 太岳 行署 成立
